Data,Mandante,Hor/Res,Visitante,Liga,Fase,Unnamed: 6,Torneio,Campo
2026-03-22 14:00:00,Coritiba Crocodiles,31 - 00,Ponta Grossa Phantoms,,,,campeonato-paranaense-2026,
2026-03-28 14:00:00,Londrina Bristlebacks,42 - 13,Arapongas Golden Phoenix,,,,campeonato-paranaense-2026,
2026-03-29 10:00:00,Francisco Beltrão Red Feet,00 - 41,Brown Spiders,,,,campeonato-paranaense-2026,
2026-04-11 14:00:00,Cascavel Olympians,00 - 44,Coritiba Crocodiles,,,,campeonato-paranaense-2026,
2026-04-12 14:00:00,Ponta Grossa Phantoms,00 - 07,Calvary Cavaliers,,,,campeonato-paranaense-2026,
2026-04-18 14:00:00,Francisco Beltrão Red Feet,16 - 20,Londrina Bristlebacks,,,,campeonato-paranaense-2026,
2026-04-19 10:00:00,Brown Spiders,41 - 06,Arapongas Golden Phoenix,,,,campeonato-paranaense-2026,
2026-04-25 14:00:00,Cascavel Olympians,06 - 12,Ponta Grossa Phantoms,,,,campeonato-paranaense-2026,
2026-04-26 14:00:00,Calvary Cavaliers,00 - 44,Coritiba Crocodiles,,,,campeonato-paranaense-2026,
2026-05-24 10:00:00,Arapongas Golden Phoenix,28 - 21,Francisco Beltrão Red Feet,,,,campeonato-paranaense-2026,
2026-05-30 14:00:00,Londrina Bristlebacks,34 - 37,Brown Spiders,,,,campeonato-paranaense-2026,
2026-06-06 14:00:34,Arapongas Golden Phoenix,13 - 07,Ponta Grossa Phantoms,,,,campeonato-paranaense-2026,
2026-06-06 14:00:34,Arapongas Golden Phoenix,13 - 07,Ponta Grossa Phantoms,,,,campeonato-paranaense-2026,
2026-06-13 14:00:45,Coritiba Crocodiles,34 - 17,Londrina Bristlebacks,,,,campeonato-paranaense-2026,
2026-06-06 14:00:34,Arapongas Golden Phoenix,13 - 07,Ponta Grossa Phantoms,,,,campeonato-paranaense-2026,
2026-06-13 14:00:45,Coritiba Crocodiles,34 - 17,Londrina Bristlebacks,,,,campeonato-paranaense-2026,
2026-06-14 14:00:51,Brown Spiders,35 - 00,Calvary Cavaliers,,,,campeonato-paranaense-2026,
2026-06-06 14:00:34,Arapongas Golden Phoenix,13 - 07,Ponta Grossa Phantoms,,,,campeonato-paranaense-2026,
2026-06-13 14:00:45,Coritiba Crocodiles,34 - 17,Londrina Bristlebacks,,,,campeonato-paranaense-2026,
2026-06-14 14:00:51,Brown Spiders,35 - 00,Calvary Cavaliers,,,,campeonato-paranaense-2026,
2026-06-28 14:30:06,Coritiba Crocodiles,19 - 16,Brown Spiders,,,,campeonato-paranaense-2026,
2025-07-05 15:00:00,Recife Mariners,35 - 14,Caruaru Wolves,Superliga D1,,,superliga-2025,
2025-07-06 10:00:00,Chape FA,09 - 14,Francisco Beltrão Red Feet,Superliga D3,,,superliga-2025,
2025-07-06 10:00:00,Lusa Jaguars,14 - 17,Brasília Pilots,Superliga Feminina,,,superliga-2025,
2025-07-06 13:30:00,Goianos FA,28 - 00,Gama Leões de Judá,Superliga D2,,,superliga-2025,
2025-07-06 14:00:00,Caucaia Sabres,20 - 37,Fortaleza Tritões,Superliga D1,,,superliga-2025,
2025-07-13 10:00:00,Curitiba Silverhawks,17 - 07,Curitiba Phoenix,Superliga Feminina,,,superliga-2025,
2025-07-13 13:30:00,Juventude FA,14 - 17,Santa Maria Soldiers,Superliga D1,,,superliga-2025,
2025-07-13 14:00:00,Coritiba Crocodiles B,12 - 00,JEC Gladiators,Superliga D3,,,superliga-2025,
2025-07-13 14:30:00,Istepôs FA,17 - 20,Bravos FA,Superliga D1,,,superliga-2025,
2025-07-17 09:00:00,Porto Velho Miners,31 - 00,São Raimundo C. Cavaliers,Superliga D1,,,superliga-2025,
2025-07-19 14:00:00,Erechim Coroados,48 - 06,Chape FA,Superliga D3,,,superliga-2025,
2025-07-20 09:30:00,Brown Spiders,21 - 18,Calvary Cavaliers,Superliga D1,,,superliga-2025,
2025-07-20 14:00:00,Coritiba Crocodiles,35 - 29,T-Rex,Superliga D1,,,superliga-2025,
2025-07-20 14:00:00,Gama Leões de Judá,21 - 00,Brasília Wizards,Superliga D2,,,superliga-2025,
2025-07-26 14:00:00,Santa Maria Soldiers,06 - 07,Istepôs FA,Superliga D1,,,superliga-2025,
2025-07-26 15:00:00,Cuiabá Arsenal,13 - 16,Tubarões do Cerrado,Superliga D1,,,superliga-2025,
2025-07-26 15:00:00,JEC Gladiators,22 - 34,PRC Guardian Saints,Superliga D3,,,superliga-2025,
2025-07-27 09:00:00,São Raimundo C. Cavaliers,03 - 55,Manaus FA,Superliga D1,,,superliga-2025,
2025-07-27 14:00:00,Criciúma Iron Tigers,03 - 27,Bears FA,Superliga D3,,,superliga-2025,
2025-07-28 14:30:00,Gravataí Spartans,24 - 18,Matilha dos Vales,Superliga D3,,,superliga-2025,
2025-08-02 14:00:00,Tritões FA,06 - 35,Vasco Almirantes,Superliga D1,,,superliga-2025,
2025-08-02 14:00:00,Galo FA,14 - 17,Spartans Football,Superliga D1,,,superliga-2025,
2025-08-02 15:00:00,Brasília Pilots,34 - 00,Curitiba Phoenix,Superliga Feminina,,,superliga-2025,
2025-08-02 16:00:00,T-Rex,39 - 00,Brown Spiders,Superliga D1,,,superliga-2025,
2025-08-02 19:00:00,Cruzeiro FA,07 - 09,Guarulhos Rhynos,Superliga D1,,,superliga-2025,
2025-08-03 10:00:00,Locomotiva FA,33 - 13,Flamengo Imperadores,Superliga D1,,,superliga-2025,
2025-08-03 10:00:00,Cavalaria 2 de Julho,28 - 12,Caruaru Wolves,Superliga D1,,,superliga-2025,
2025-08-03 10:00:00,Sorocaba Vipers,07 - 14,Vikings FA,Superliga D2,,,superliga-2025,
2025-08-03 10:00:00,Brasília Wizards,00 - 48,Goianos FA,Superliga D2,,,superliga-2025,
2025-08-03 14:00:00,Recife Mariners,14 - 00,Fortaleza Tritões,Superliga D1,,,superliga-2025,
2025-08-03 14:00:00,Moura Lacerda Dragons,13 - 20,Rio Preto Weilers,Superliga D1,,,superliga-2025,
2025-08-03 14:00:00,Ocelots FA,43 - 06,Corinthians Steamrollers,Superliga D1,,,superliga-2025,
2025-08-03 14:00:00,Caucaia Sabres,13 - 14,João Pessoa Espectros,Superliga D1,,,superliga-2025,
2025-08-03 14:00:00,Calvary Cavaliers,00 - 54,Coritiba Crocodiles,Superliga D1,,,superliga-2025,
2025-08-03 14:00:00,Ponta Grossa Phantoms,09 - 37,Londrina Bristlebacks,Superliga D2,,,superliga-2025,
2025-08-09 00:00:00,Tubarões do Cerrado,00:00:00Adiado,Manaus FA,Superliga D1,,,superliga-2025,
2025-08-09 16:00:00,Cuiabá Arsenal,13 - 21,Rondonópolis Hawks,Superliga D1,,,superliga-2025,
2025-08-10 10:00:00,Cascavel Olympians,06 - 47,Arapongas Golden Phoenix,Superliga D3,,,superliga-2025,
2025-08-10 10:00:00,Lusa Jaguars,13 - 09,Curitiba Silverhawks,Superliga Feminina,,,superliga-2025,
2025-08-10 14:00:00,Bravos FA,28 - 34,Juventude FA,Superliga D1,,,superliga-2025,
2025-09-20 14:30:35,Juventude FA,07 - 25,Brown Spiders,Superliga D1 - Playoffs,Wildcard Sul,,superliga-2025,
2025-09-20 18:20:38,T-Rex,50 - 06,Bravos FA,Superliga D1 - Playoffs,Wildcard Sul,,superliga-2025,
2025-10-04 14:00:09,Galo FA,12 - 35,Vasco Almirantes,Superliga D1 - Playoffs,Wildcard SE,,superliga-2025,
2025-10-04 14:00:59,Guarulhos Rhynos,59 - 58,Ocelots FA,Superliga D1 - Playoffs,Wildcard SE,,superliga-2025,
2025-10-05 14:00:46,João Pessoa Espectros,14 - 30,Caruaru Wolves,Superliga D1 - Playoffs,Wildcard NE,,superliga-2025,
2025-10-11 18:00:49,Rondonópolis Hawks,13 - 07,Tubarões do Cerrado,Superliga D1 - Playoffs,Final CO,,superliga-2025,
2025-10-19 10:00:24,Locomotiva FA,27 - 28,Vasco Almirantes,Superliga D1 - Playoffs,Semi SE,,superliga-2025,
2025-10-19 10:00:25,Spartans Football,17 - 00,Guarulhos Rhynos,Superliga D1 - Playoffs,Semi SE,,superliga-2025,
2025-10-19 10:00:49,Cavalaria 2 de Julho,28 - 29,Fortaleza Tritões,Superliga D1 - Playoffs,Semi NE,,superliga-2025,
2025-10-19 14:00:52,Istepôs FA,00 - 35,T-Rex,Superliga D1 - Playoffs,Semi Sul,,superliga-2025,
2025-10-19 14:00:59,Coritiba Crocodiles,38 - 00,Brown Spiders,Superliga D1 - Playoffs,Semi Sul,,superliga-2025,
2025-10-19 15:00:37,Recife Mariners,28 - 00,Caruaru Wolves,Superliga D1 - Playoffs,Semi NE,,superliga-2025,
2025-11-01 14:00:55,Coritiba Crocodiles,13 - 10,T-Rex,Superliga D1 - Playoffs,Semi Sul,,superliga-2025,
2025-11-02 10:00:45,São Raimundo C. Cavaliers,00 - 76,Rondonópolis Hawks,Superliga D1 - Playoffs,Final CO,,superliga-2025,
2025-11-02 11:00:52,Spartans Football,06 - 00,Vasco Almirantes,Superliga D1 - Playoffs,Final SE,,superliga-2025,
2025-11-02 15:00:54,Recife Mariners,17 - 14,Fortaleza Tritões,Superliga D1 - Playoffs,Semi NE,,superliga-2025,
2025-11-15 14:00:46,Coritiba Crocodiles,17 - 00,Spartans Football,Superliga D1 - Playoffs,Semi Sul,,superliga-2025,
2025-11-16 10:00:45,Recife Mariners,35 - 33,Rondonópolis Hawks,Superliga D1 - Playoffs,Semi NE,,superliga-2025,
2025-12-06 17:00:25,Coritiba Crocodiles,28 - 22,Recife Mariners,"Brasil Bowl, Superliga D1 - Playoffs",Brasil Bowl,,superliga-2025,
2025-07-05 15:00:00,Recife Mariners,35 - 14,Caruaru Wolves,Superliga D1,,,superliga-2025,
2025-07-06 10:00:00,Chape FA,09 - 14,Francisco Beltrão Red Feet,Superliga D3,,,superliga-2025,
2025-07-06 10:00:00,Lusa Jaguars,14 - 17,Brasília Pilots,Superliga Feminina,,,superliga-2025,
2025-07-06 13:30:00,Goianos FA,28 - 00,Gama Leões de Judá,Superliga D2,,,superliga-2025,
2025-07-06 14:00:00,Caucaia Sabres,20 - 37,Fortaleza Tritões,Superliga D1,,,superliga-2025,
2025-07-13 10:00:00,Curitiba Silverhawks,17 - 07,Curitiba Phoenix,Superliga Feminina,,,superliga-2025,
2025-07-13 13:30:00,Juventude FA,14 - 17,Santa Maria Soldiers,Superliga D1,,,superliga-2025,
2025-07-13 14:00:00,Coritiba Crocodiles B,12 - 00,JEC Gladiators,Superliga D3,,,superliga-2025,
2025-07-13 14:30:00,Istepôs FA,17 - 20,Bravos FA,Superliga D1,,,superliga-2025,
2025-07-17 09:00:00,Porto Velho Miners,31 - 00,São Raimundo C. Cavaliers,Superliga D1,,,superliga-2025,
2025-07-19 14:00:00,Erechim Coroados,48 - 06,Chape FA,Superliga D3,,,superliga-2025,
2025-07-20 09:30:00,Brown Spiders,21 - 18,Calvary Cavaliers,Superliga D1,,,superliga-2025,
2025-07-20 14:00:00,Coritiba Crocodiles,35 - 29,T-Rex,Superliga D1,,,superliga-2025,
2025-07-20 14:00:00,Gama Leões de Judá,21 - 00,Brasília Wizards,Superliga D2,,,superliga-2025,
2025-07-26 14:00:00,Santa Maria Soldiers,06 - 07,Istepôs FA,Superliga D1,,,superliga-2025,
2025-07-26 15:00:00,Cuiabá Arsenal,13 - 16,Tubarões do Cerrado,Superliga D1,,,superliga-2025,
2025-07-26 15:00:00,JEC Gladiators,22 - 34,PRC Guardian Saints,Superliga D3,,,superliga-2025,
2025-07-27 09:00:00,São Raimundo C. Cavaliers,03 - 55,Manaus FA,Superliga D1,,,superliga-2025,
2025-07-27 14:00:00,Criciúma Iron Tigers,03 - 27,Bears FA,Superliga D3,,,superliga-2025,
2025-07-28 14:30:00,Gravataí Spartans,24 - 18,Matilha dos Vales,Superliga D3,,,superliga-2025,
2025-08-02 14:00:00,Tritões FA,06 - 35,Vasco Almirantes,Superliga D1,,,superliga-2025,
2025-08-02 14:00:00,Galo FA,14 - 17,Spartans Football,Superliga D1,,,superliga-2025,
2025-08-02 15:00:00,Brasília Pilots,34 - 00,Curitiba Phoenix,Superliga Feminina,,,superliga-2025,
2025-08-02 16:00:00,T-Rex,39 - 00,Brown Spiders,Superliga D1,,,superliga-2025,
2025-08-02 19:00:00,Cruzeiro FA,07 - 09,Guarulhos Rhynos,Superliga D1,,,superliga-2025,
2025-08-03 10:00:00,Locomotiva FA,33 - 13,Flamengo Imperadores,Superliga D1,,,superliga-2025,
2025-08-03 10:00:00,Cavalaria 2 de Julho,28 - 12,Caruaru Wolves,Superliga D1,,,superliga-2025,
2025-08-03 10:00:00,Sorocaba Vipers,07 - 14,Vikings FA,Superliga D2,,,superliga-2025,
2025-08-03 10:00:00,Brasília Wizards,00 - 48,Goianos FA,Superliga D2,,,superliga-2025,
2025-08-03 14:00:00,Recife Mariners,14 - 00,Fortaleza Tritões,Superliga D1,,,superliga-2025,
2025-08-03 14:00:00,Moura Lacerda Dragons,13 - 20,Rio Preto Weilers,Superliga D1,,,superliga-2025,
2025-08-03 14:00:00,Ocelots FA,43 - 06,Corinthians Steamrollers,Superliga D1,,,superliga-2025,
2025-08-03 14:00:00,Caucaia Sabres,13 - 14,João Pessoa Espectros,Superliga D1,,,superliga-2025,
2025-08-03 14:00:00,Calvary Cavaliers,00 - 54,Coritiba Crocodiles,Superliga D1,,,superliga-2025,
2025-08-03 14:00:00,Ponta Grossa Phantoms,09 - 37,Londrina Bristlebacks,Superliga D2,,,superliga-2025,
2025-08-09 00:00:00,Tubarões do Cerrado,00:00:00Adiado,Manaus FA,Superliga D1,,,superliga-2025,
2025-08-09 16:00:00,Cuiabá Arsenal,13 - 21,Rondonópolis Hawks,Superliga D1,,,superliga-2025,
2025-08-10 10:00:00,Cascavel Olympians,06 - 47,Arapongas Golden Phoenix,Superliga D3,,,superliga-2025,
2025-08-10 10:00:00,Lusa Jaguars,13 - 09,Curitiba Silverhawks,Superliga Feminina,,,superliga-2025,
2025-08-10 14:00:00,Bravos FA,28 - 34,Juventude FA,Superliga D1,,,superliga-2025,
2025-09-20 14:30:35,Juventude FA,07 - 25,Brown Spiders,Superliga D1 - Playoffs,Wildcard Sul,,superliga-2025,
2025-09-20 18:20:38,T-Rex,50 - 06,Bravos FA,Superliga D1 - Playoffs,Wildcard Sul,,superliga-2025,
2025-10-04 14:00:09,Galo FA,12 - 35,Vasco Almirantes,Superliga D1 - Playoffs,Wildcard SE,,superliga-2025,
2025-10-04 14:00:59,Guarulhos Rhynos,59 - 58,Ocelots FA,Superliga D1 - Playoffs,Wildcard SE,,superliga-2025,
2025-10-05 14:00:46,João Pessoa Espectros,14 - 30,Caruaru Wolves,Superliga D1 - Playoffs,Wildcard NE,,superliga-2025,
2025-10-11 18:00:49,Rondonópolis Hawks,13 - 07,Tubarões do Cerrado,Superliga D1 - Playoffs,Final CO,,superliga-2025,
2025-10-19 10:00:24,Locomotiva FA,27 - 28,Vasco Almirantes,Superliga D1 - Playoffs,Semi SE,,superliga-2025,
2025-10-19 10:00:25,Spartans Football,17 - 00,Guarulhos Rhynos,Superliga D1 - Playoffs,Semi SE,,superliga-2025,
2025-10-19 10:00:49,Cavalaria 2 de Julho,28 - 29,Fortaleza Tritões,Superliga D1 - Playoffs,Semi NE,,superliga-2025,
2025-10-19 14:00:52,Istepôs FA,00 - 35,T-Rex,Superliga D1 - Playoffs,Semi Sul,,superliga-2025,
2025-10-19 14:00:59,Coritiba Crocodiles,38 - 00,Brown Spiders,Superliga D1 - Playoffs,Semi Sul,,superliga-2025,
2025-10-19 15:00:37,Recife Mariners,28 - 00,Caruaru Wolves,Superliga D1 - Playoffs,Semi NE,,superliga-2025,
2025-11-01 14:00:55,Coritiba Crocodiles,13 - 10,T-Rex,Superliga D1 - Playoffs,Semi Sul,,superliga-2025,
2025-11-02 10:00:45,São Raimundo C. Cavaliers,00 - 76,Rondonópolis Hawks,Superliga D1 - Playoffs,Final CO,,superliga-2025,
2025-11-02 11:00:52,Spartans Football,06 - 00,Vasco Almirantes,Superliga D1 - Playoffs,Final SE,,superliga-2025,
2025-11-02 15:00:54,Recife Mariners,17 - 14,Fortaleza Tritões,Superliga D1 - Playoffs,Semi NE,,superliga-2025,
2025-11-15 14:00:46,Coritiba Crocodiles,17 - 00,Spartans Football,Superliga D1 - Playoffs,Semi Sul,,superliga-2025,
2025-11-16 10:00:45,Recife Mariners,35 - 33,Rondonópolis Hawks,Superliga D1 - Playoffs,Semi NE,,superliga-2025,
2025-12-06 17:00:25,Coritiba Crocodiles,28 - 22,Recife Mariners,"Brasil Bowl, Superliga D1 - Playoffs",Brasil Bowl,,superliga-2025,
2025-07-05 15:00:00,Recife Mariners,35 - 14,Caruaru Wolves,Superliga D1,,,superliga-2025,
2025-07-06 10:00:00,Chape FA,09 - 14,Francisco Beltrão Red Feet,Superliga D3,,,superliga-2025,
2025-07-06 10:00:00,Lusa Jaguars,14 - 17,Brasília Pilots,Superliga Feminina,,,superliga-2025,
2025-07-06 13:30:00,Goianos FA,28 - 00,Gama Leões de Judá,Superliga D2,,,superliga-2025,
2025-07-06 14:00:00,Caucaia Sabres,20 - 37,Fortaleza Tritões,Superliga D1,,,superliga-2025,
2025-07-13 10:00:00,Curitiba Silverhawks,17 - 07,Curitiba Phoenix,Superliga Feminina,,,superliga-2025,
2025-07-13 13:30:00,Juventude FA,14 - 17,Santa Maria Soldiers,Superliga D1,,,superliga-2025,
2025-07-13 14:00:00,Coritiba Crocodiles B,12 - 00,JEC Gladiators,Superliga D3,,,superliga-2025,
2025-07-13 14:30:00,Istepôs FA,17 - 20,Bravos FA,Superliga D1,,,superliga-2025,
2025-07-17 09:00:00,Porto Velho Miners,31 - 00,São Raimundo C. Cavaliers,Superliga D1,,,superliga-2025,
2025-07-19 14:00:00,Erechim Coroados,48 - 06,Chape FA,Superliga D3,,,superliga-2025,
2025-07-20 09:30:00,Brown Spiders,21 - 18,Calvary Cavaliers,Superliga D1,,,superliga-2025,
2025-07-20 14:00:00,Coritiba Crocodiles,35 - 29,T-Rex,Superliga D1,,,superliga-2025,
2025-07-20 14:00:00,Gama Leões de Judá,21 - 00,Brasília Wizards,Superliga D2,,,superliga-2025,
2025-07-26 14:00:00,Santa Maria Soldiers,06 - 07,Istepôs FA,Superliga D1,,,superliga-2025,
2025-07-26 15:00:00,Cuiabá Arsenal,13 - 16,Tubarões do Cerrado,Superliga D1,,,superliga-2025,
2025-07-26 15:00:00,JEC Gladiators,22 - 34,PRC Guardian Saints,Superliga D3,,,superliga-2025,
2025-07-27 09:00:00,São Raimundo C. Cavaliers,03 - 55,Manaus FA,Superliga D1,,,superliga-2025,
2025-07-27 14:00:00,Criciúma Iron Tigers,03 - 27,Bears FA,Superliga D3,,,superliga-2025,
2025-07-28 14:30:00,Gravataí Spartans,24 - 18,Matilha dos Vales,Superliga D3,,,superliga-2025,
2025-08-02 14:00:00,Tritões FA,06 - 35,Vasco Almirantes,Superliga D1,,,superliga-2025,
2025-08-02 14:00:00,Galo FA,14 - 17,Spartans Football,Superliga D1,,,superliga-2025,
2025-08-02 15:00:00,Brasília Pilots,34 - 00,Curitiba Phoenix,Superliga Feminina,,,superliga-2025,
2025-08-02 16:00:00,T-Rex,39 - 00,Brown Spiders,Superliga D1,,,superliga-2025,
2025-08-02 19:00:00,Cruzeiro FA,07 - 09,Guarulhos Rhynos,Superliga D1,,,superliga-2025,
2025-08-03 10:00:00,Locomotiva FA,33 - 13,Flamengo Imperadores,Superliga D1,,,superliga-2025,
2025-08-03 10:00:00,Cavalaria 2 de Julho,28 - 12,Caruaru Wolves,Superliga D1,,,superliga-2025,
2025-08-03 10:00:00,Sorocaba Vipers,07 - 14,Vikings FA,Superliga D2,,,superliga-2025,
2025-08-03 10:00:00,Brasília Wizards,00 - 48,Goianos FA,Superliga D2,,,superliga-2025,
2025-08-03 14:00:00,Recife Mariners,14 - 00,Fortaleza Tritões,Superliga D1,,,superliga-2025,
2025-08-03 14:00:00,Moura Lacerda Dragons,13 - 20,Rio Preto Weilers,Superliga D1,,,superliga-2025,
2025-08-03 14:00:00,Ocelots FA,43 - 06,Corinthians Steamrollers,Superliga D1,,,superliga-2025,
2025-08-03 14:00:00,Caucaia Sabres,13 - 14,João Pessoa Espectros,Superliga D1,,,superliga-2025,
2025-08-03 14:00:00,Calvary Cavaliers,00 - 54,Coritiba Crocodiles,Superliga D1,,,superliga-2025,
2025-08-03 14:00:00,Ponta Grossa Phantoms,09 - 37,Londrina Bristlebacks,Superliga D2,,,superliga-2025,
2025-08-09 00:00:00,Tubarões do Cerrado,00:00:00Adiado,Manaus FA,Superliga D1,,,superliga-2025,
2025-08-09 16:00:00,Cuiabá Arsenal,13 - 21,Rondonópolis Hawks,Superliga D1,,,superliga-2025,
2025-08-10 10:00:00,Cascavel Olympians,06 - 47,Arapongas Golden Phoenix,Superliga D3,,,superliga-2025,
2025-08-10 10:00:00,Lusa Jaguars,13 - 09,Curitiba Silverhawks,Superliga Feminina,,,superliga-2025,
2025-08-10 14:00:00,Bravos FA,28 - 34,Juventude FA,Superliga D1,,,superliga-2025,
2025-09-20 14:30:35,Juventude FA,07 - 25,Brown Spiders,Superliga D1 - Playoffs,Wildcard Sul,,superliga-2025,
2025-09-20 18:20:38,T-Rex,50 - 06,Bravos FA,Superliga D1 - Playoffs,Wildcard Sul,,superliga-2025,
2025-10-04 14:00:09,Galo FA,12 - 35,Vasco Almirantes,Superliga D1 - Playoffs,Wildcard SE,,superliga-2025,
2025-10-04 14:00:59,Guarulhos Rhynos,59 - 58,Ocelots FA,Superliga D1 - Playoffs,Wildcard SE,,superliga-2025,
2025-10-05 14:00:46,João Pessoa Espectros,14 - 30,Caruaru Wolves,Superliga D1 - Playoffs,Wildcard NE,,superliga-2025,
2025-10-11 18:00:49,Rondonópolis Hawks,13 - 07,Tubarões do Cerrado,Superliga D1 - Playoffs,Final CO,,superliga-2025,
2025-10-19 10:00:24,Locomotiva FA,27 - 28,Vasco Almirantes,Superliga D1 - Playoffs,Semi SE,,superliga-2025,
2025-10-19 10:00:25,Spartans Football,17 - 00,Guarulhos Rhynos,Superliga D1 - Playoffs,Semi SE,,superliga-2025,
2025-10-19 10:00:49,Cavalaria 2 de Julho,28 - 29,Fortaleza Tritões,Superliga D1 - Playoffs,Semi NE,,superliga-2025,
2025-10-19 14:00:52,Istepôs FA,00 - 35,T-Rex,Superliga D1 - Playoffs,Semi Sul,,superliga-2025,
2025-10-19 14:00:59,Coritiba Crocodiles,38 - 00,Brown Spiders,Superliga D1 - Playoffs,Semi Sul,,superliga-2025,
2025-10-19 15:00:37,Recife Mariners,28 - 00,Caruaru Wolves,Superliga D1 - Playoffs,Semi NE,,superliga-2025,
2025-11-01 14:00:55,Coritiba Crocodiles,13 - 10,T-Rex,Superliga D1 - Playoffs,Semi Sul,,superliga-2025,
2025-11-02 10:00:45,São Raimundo C. Cavaliers,00 - 76,Rondonópolis Hawks,Superliga D1 - Playoffs,Final CO,,superliga-2025,
2025-11-02 11:00:52,Spartans Football,06 - 00,Vasco Almirantes,Superliga D1 - Playoffs,Final SE,,superliga-2025,
2025-11-02 15:00:54,Recife Mariners,17 - 14,Fortaleza Tritões,Superliga D1 - Playoffs,Semi NE,,superliga-2025,
2025-11-15 14:00:46,Coritiba Crocodiles,17 - 00,Spartans Football,Superliga D1 - Playoffs,Semi Sul,,superliga-2025,
2025-11-16 10:00:45,Recife Mariners,35 - 33,Rondonópolis Hawks,Superliga D1 - Playoffs,Semi NE,,superliga-2025,
2025-12-06 17:00:25,Coritiba Crocodiles,28 - 22,Recife Mariners,"Brasil Bowl, Superliga D1 - Playoffs",Brasil Bowl,,superliga-2025,
2025-08-16 14:00:00,Vasco Almirantes,00 - 68,Locomotiva FA,Superliga D1,,,superliga-2025,
2025-08-16 14:00:00,Flamengo Imperadores,44 - 06,Tritões FA,Superliga D1,,,superliga-2025,
2025-08-16 14:00:00,Calvary Cavaliers,00 - 55,T-Rex,Superliga D1,,,superliga-2025,
2025-08-16 17:00:00,Rio Preto Weilers,13 - 31,Galo FA,Superliga D1,,,superliga-2025,
2025-08-16 18:00:00,Corinthians Steamrollers,10 - 31,Cruzeiro FA,Superliga D1,,,superliga-2025,
2025-08-17 09:00:00,São Raimundo C. Cavaliers,09:00:00Adiado,Porto Velho Miners,Superliga D1,,,superliga-2025,
2025-08-17 09:30:00,Coritiba Crocodiles B,30 - 00,PRC Guardian Saints,Superliga D3,,,superliga-2025,
2025-08-17 10:00:00,Spartans Football,18 - 00,Moura Lacerda Dragons,Superliga D1,,,superliga-2025,
2025-08-17 10:00:00,Bravos FA,33 - 26,Santa Maria Soldiers,Superliga D1,,,superliga-2025,
2025-08-17 10:00:00,Istepôs FA,16 - 13,Juventude FA,Superliga D1,,,superliga-2025,
2025-08-17 10:00:00,São José Jets,18 - 12,Caniballs Football,Superliga D3,,,superliga-2025,
2025-08-17 10:00:00,Empyreo Leme Lizards,44 - 00,Vikings Berserker,Superliga D3,,,superliga-2025,
2025-08-17 14:00:00,Guarulhos Rhynos,19 - 14,Ocelots FA,Superliga D1,,,superliga-2025,
2025-08-17 14:00:00,Coritiba Crocodiles,21 - 00,Brown Spiders,Superliga D1,,,superliga-2025,
2025-08-17 14:00:00,Gama Leões de Judá,00 - 35,Goianos FA,Superliga D2,,,superliga-2025,
2025-08-17 14:00:00,Matilha dos Vales,03 - 07,Bears FA,Superliga D3,,,superliga-2025,
2025-08-17 14:00:00,Gravataí Spartans,14 - 28,Criciúma Iron Tigers,Superliga D3,,,superliga-2025,
2025-08-17 14:00:00,Taubaté Football,07 - 10,Tatuapé Monsters,Superliga D3,,,superliga-2025,
2025-08-17 14:30:00,Francisco Beltrão Red Feet,39 - 06,Chape FA,Superliga D3,,,superliga-2025,
2025-08-23 17:00:00,Rondonópolis Hawks,36 - 17,Tubarões do Cerrado,Superliga D1,,,superliga-2025,
2025-08-24 10:00:00,Fortaleza Tritões,32 - 07,João Pessoa Espectros,Superliga D1,,,superliga-2025,
2025-08-24 10:00:00,Cavalaria 2 de Julho,26 - 27,Recife Mariners,Superliga D1,,,superliga-2025,
2025-08-24 14:00:00,Caruaru Wolves,34 - 07,Caucaia Sabres,Superliga D1,,,superliga-2025,
2025-08-30 14:00:00,Porto Velho Miners,09 - 28,Cuiabá Arsenal,Superliga D1,,,superliga-2025,
2025-08-30 14:00:00,Flamengo Imperadores,42 - 21,Ocelots FA,Superliga D1,,,superliga-2025,
2025-08-30 14:00:00,Santa Maria Soldiers,13 - 40,Coritiba Crocodiles,Superliga D1,,,superliga-2025,
2025-08-30 14:00:00,Brown Spiders,16 - 20,Istepôs FA,Superliga D1,,,superliga-2025,
2025-08-30 14:00:00,Tritões FA,00 - 64,Locomotiva FA,Superliga D1,,,superliga-2025,
2025-08-30 14:00:00,Moura Lacerda Dragons,12 - 30,Galo FA,Superliga D1,,,superliga-2025,
2025-08-30 14:00:00,Londrina Bristlebacks,27 - 09,Vikings FA,Superliga D2,,,superliga-2025,
2025-08-30 14:00:00,PRC Guardian Saints,06 - 00,JEC Gladiators,Superliga D3,,,superliga-2025,
2025-08-30 14:00:00,Chape FA,06 - 28,Erechim Coroados,Superliga D3,,,superliga-2025,
2025-08-30 14:00:00,Bears FA,39 - 34,Gravataí Spartans,Superliga D3,,,superliga-2025,
2025-08-30 14:30:00,Juventude FA,34 - 00,Calvary Cavaliers,Superliga D1,,,superliga-2025,
2025-08-30 16:00:00,Cruzeiro FA,00 - 19,Rio Preto Weilers,Superliga D1,,,superliga-2025,
2025-08-30 16:00:00,T-Rex,49 - 06,Bravos FA,Superliga D1,,,superliga-2025,
